"","descripteur1","descripteur2","descripteur4","descripteur5","descripteur6","descripteur7","descripteur9","descripteur11","descripteur12","descripteur14","descripteur15","descripteur16","descripteur17","descripteur18","descripteur20","descripteur21","descripteur23","descripteur25","descripteur26","descripteur27","descripteur28","descripteur29","descripteur32","descripteur33","descripteur34","descripteur35","descripteur36","descripteur37","descripteur38","descripteur39","descripteur40","descripteur41","descripteur42","descripteur43","descripteur47","descripteur48","descripteur51","descripteur53","descripteur55","descripteur56","descripteur57","descripteur58","descripteur60","descripteur62","descripteur63","descripteur67","descripteur68","descripteur71","descripteur72","descripteur74"
"molecule224","-260.335532","195.293438","-3.80456675","-0.21182982","-0.008839659999999999","0.20299015","-0.04437311","643.4357589","1324.386","6","-2.235","-3.0642","35.775002","2.666012","60","9.845034999999999","1.478124","5.464102","4.976068","3.549193","2.943555","2.099462","186.117294","996.586304","341.267029","36","0","151.97271669","1.1854496","1052.965","2.36058749","125.78069992","41.52202794","34.5652849","0.66017316","8.257234199999999","1.25714374","161.37102465","24.81486","-581.13849","1256.873","49.502631","0.150218","58.386544","222.68044","-32.056175","0.095073","5.230795","297.794285","0.096329"
"molecule226","-291.279558","338.129532","-6.4125851","-0.22186082","-0.07168322000000001","0.1501776","-0.03203765","1068.188","2305.713","7","-0.09959999999999999","0.404401","64.175224","8.329907","82","17.85","6.53245","8.890395","5.103909","6.099911","3.715651","2.139611","254.083847","2608.781","1155.221","57.021091","-1.07137","258.23188904","1.06991044","3694.738","3.94469758","746.7190598","74.63133535","47.05025344","0.65505804","13.39281397","1.90509065","277.58620205","286.041373","-600.174468","2670.361","62.24986","0.119802","209.308347","1075.677","-29.688689","0.122295","1.225685","135.400246","0.739417"
"molecule229","-231.547832","162.429234","-2.72550255","-0.23944592","-0.07581816","0.16362776","-0.04906275","563.25783554","1070.228","6","-1.2348","-1.6636","26.213396","3.097144","42","9.180001000000001","2.548906","4.464101","2.932478","2.282543","1.56615","0.805105","110.039101","486.856232","248.029495","24.98045","0","118.75838226","1.26379287","732.6475759800001","2.19425523","137.43628103","34.32551492","29.22552138","0.66105769","7.77467389","1.23398941","126.7147218","-25.616777","-544.6399249999999","1003.838","43.749423","0.145364","41.435002","138.202304","-25.159299","0.223511","3.649869","264.87475","0.119914"
"molecule233","-157.655147","165.336928","-2.83729466","-0.2326182","-0.06339032999999999","0.16922786","-0.02027794","608.34227126","1084.68","4","-0.2451","0.057201","28.525999","3.827039","34","8.260001000000001","3.810965","4.201907","2.198585","2.3401","1.329042","0.744017","75.05864699999999","359.861023","212.920319","25.877228","-0.3125","120.15810993","1.09950961","829.02250445","2.72575299","244.78871617","39.56311787","26.76552672","0.66641337","9.314054390000001","1.69169911","125.05130573","90.565502","-269.998808","746.620033","33.11686","0.101204","68.35764899999999","155.964812","-16.127861","0.269548","3.48546","105.772937","0.676763"
"molecule234","-177.97524","253.150971","-4.70147947","-0.23255901","-0.07541137000000001","0.15714764","-0.01843956","846.78492967","1671.368","4","1.3986","1.6735","47.197514","6.357601","52","12.260001","4.14621","6.167432","3.421242","4.500766","2.464931","1.550477","134.605942","986.741577","488.256348","40.352123","0.987246","187.49374141","1.00388949","1861.456","3.43082123","631.94018749","55.45702623","37.36584167","0.6436837","12.19232558","1.81456809","198.63168403","245.498749","-335.547658","1576.013","50.889812","0.119021","143.891837","530.385311","-19.158862","0.163239","1.745896","93.209211","0.782002"
"molecule243","-250.749797","268.781159","-5.02623465","-0.22986597","-0.08535394","0.14451203","-0.02596214","842.54334778","1822.201","6","-0.3376","-0.547199","50.646919","6.262514","64","14.180001","3.066","7.084081","4.722755","4.647623","2.839275","1.872173","186.117294","1436.595","636.94751","45.540985","-1.581042","203.62384615","1.08150887","1899.395","3.18856934","323.67199257","58.69306439","44.17859974","0.69333333","9.99622097","1.53197229","220.60184011","207.062615","-472.669951","1832.986","56.813732","0.132874","135.677999","581.638012","-26.500963","0.138678","3.848844","148.170412","0.653464"
"molecule247","-242.934408","208.586314","-3.79940476","-0.20142681","-0.07426032","0.1271665","-0.04185667","701.66363757","1398.712","6","-2.5009","-2.7906","37.345604","4.946451","50","11.470001","3.17397","5.540111","3.912383","3.326307","2.357782","1.42053","134.605942","797.815796","396.697113","36","-0.760115","157.91330879","1.14085378","1532.569","2.68498618","200.90260549","48.8937047","27.88823507","0.6964165","10.06965788","1.76429896","168.67050941","63.384479","-548.311266","1333.731","53.715245","0.150659","74.858521","280.030757","-30.745903","0.104229","1.834202","254.194587","0.287044"
"molecule248","-241.293483","201.563863","-3.79973775","-0.20877452","0.008635469999999999","0.21740998","-0.05029883","671.97658669","1351.233","6","-1.2528","-2.5636","36.360802","2.666012","60","9.845034999999999","1.478124","5.547859","4.692094","3.52943","2.777234","1.928512","186.117294","992.97699","360.545227","36","-1.358865","152.98040055","1.17764103","1086.949","2.55230863","167.53596687","43.73835114","36.34725461","0.6584022","8.76833276","1.35584296","163.91351454","112.701618","-416.121711","1237.316","51.830838","0.15056","78.65416","282.698781","-23.808791","0.153275","3.720227","227.362005","0.33955"
"molecule251","-271.588542","215.868541","-4.0079402","-0.2016376","0.01188648","0.21352408","-0.03590078","700.7928094","1437.302","6","-2.1984","-2.9402","38.403603","5.305192","50","11.76","3.359629","5.540111","3.912383","3.481748","2.481029","1.512478","134.605942","797.815796","396.697113","37.888912","-1.451636","163.79239521","1.11221278","1337.903","2.67860516","185.54396919","47.64904667","32.25313472","0.7081117","9.275582500000001","1.4887647","176.44208781","102.529851","-531.467899","1488.601","61.1606","0.170567","82.66934500000001","343.201787","-29.928774","0.092208","3.802979","241.511289","0.326465"
"molecule252","-133.831245","204.664408","-4.12629077","-0.20068647","0.02693258","0.22761905","-0.02197045","710.15532602","1392.056","4","-0.554599","-0.590198","40.885818","2.31915","62","8.438791","1.28191","5.863704","4.551278","4.153152","3.144206","2.568045","186.117294","1202.903","379.794128","36.908463","1.233518","159.48958998","1.09220919","1209.772","2.92574327","209.26925989","47.37994865","30.6520816","0.64542484","10.75939301","1.62711975","168.26752302","231.666239","-157.919785","853.31205","30.985199","0.084242","110.246606","255.772126","-10.387064","0.09069000000000001","4.234192","50.440394","0.862863"
"molecule253","-144.529526","160.86117","-3.22930935","-0.20491983","0.02063249","0.22555232","-0.02864608","569.93205212","1085.636","4","-1.1112","-1.4072","31.383396","1.417148","54","6.543967","0.88142","4.787694","3.922431","3.381649","2.730593","2.001137","160","803.6769410000001","227.800461","29.709505","0.568241","124.99854853","1.16914955","659.09431527","2.3138612","105.35711281","36.99912739","27.36698581","0.70555556","8.221588909999999","1.40461746","130.5352497","154.039323","-172.276228","702.440005","33.946173","0.112282","68.98691700000001","160.284202","-13.260435","0.146423","6.946031","141.2281","0.532867"
"molecule257","-0.240816","144.031593","-2.83092534","-0.16745106","0.03991956","0.20737062","-0.01231731","503.7610452","943.8612107500001","2","-0.7125","-0.732","30.314199","2.165105","28","5.064509","1.899685","3.5","1.75","2.914214","1.853553","1.18566","53.302967","258.058624","95.560394","24.081432","5.930555","109.5659535","0.91419821","356.64911731","2.10306952","61.45645941","35.21600435","27.28309117","0.6882716","7.14381937","1.37845101","115.02038721","207.979198","-56.692324","464.165724","33.196521","0.120623","66.489227","112.14073","-3.541","0.141764","3.480712","63.683751","0.768599"
"molecule266","-107.248905","109.767128","-1.73009661","-0.22780349","-0.14094445","0.08685904","-0.01972459","419.16459985","690.91679328","3","0.3062","-0.3283","17.989698","1.472548","22","5.300001","2.3","2.642735","1.333333","1.381855","0.861339","0.301176","43.01955","105.898155","70.36869","15.709506","0","76.20741003000001","1.15555689","297.69225577","1.99137862","56.58864195","29.20028358","16.53738492","0.63636364","7.82307397","1.85774461","78.88560794999999","0.460714","-219.612653","440.082413","30.668661","0.127833","28.834125","52.893319","-13.698125","0.351505","9.066026000000001","166.346182","0.306636"
"molecule269","-65.668761","97.972897","-1.54636511","-0.23228311","-0.09001218","0.14227093","-0.01643131","384.10023704","614.09920794","2","0.709","0.4931","17.366499","1.456727","16","4.369999","3.369999","2.270056","0.816497","1.124654","0.542362","0.17462","24","56","48.486763","13.774438","0","67.76344834","1.0634494","210.56839018","1.86650778","39.03343705","27.60818256","13.94806135","0.75308642","7.13488069","2.09845793","69.09062914","2.59838","-160.018774","323.799636","28.207705","0.126504","25.149635","36.519784","-10.143313","0.432339","10.945479","137.998776","0.381115"
"molecule270","-182.029588","163.604953","-2.86732701","-0.22753005","-0.05788168","0.16964837","-0.02994995","589.16292821","1061.957","4","0.0203","0.097","28.137999","3.827039","34","8.260001000000001","7.260001","4.125897","1.562949","2.562569","1.64103","0.781284","75.05864699999999","357.352539","221.70105","25.877228","0.086574","118.5160991","1.11474304","1087.371","2.484768","204.40526598","40.81147553","23.32139462","0.67465505","10.11041804","1.88748469","124.3551529","40.928725","-398.653731","916.392257","46.177548","0.146634","56.031116","163.044945","-22.093301","0.209973","4.280802","206.977445","0.342757"
"molecule273","-112.826416","184.975755","-3.20259916","-0.2027729","-0.05698723","0.14578567","-0.03663552","632.24623123","1211.984","5","-0.7297","-1.2946","33.344395","3.78247","40","9.220001","4.798674","4.536581","2.33743","2.785148","1.9301","1.009343","98.10749800000001","482.654449","272.902435","34.854752","0.123148","133.83783109","1.09196328","968.92319536","2.52668647","240.3049993","42.59269271","28.13440074","0.65614276","9.3873163","1.56018285","143.79610172","90.61241","-401.751292","1105.937","52.945881","0.159772","69.92138799999999","233.355639","-21.395175","0.197399","4.11459","254.04373","0.233385"
"molecule280","-178.633854","218.325118","-3.73507052","-0.22418773","-0.02843821","0.19574952","-0.01034698","742.3664536","1405.377","3","1.6026","0.094403","42.220715","7.647353","36","10.310001","5.823983","4.846066","2.09077","4.630513","2.698741","2.110578","75.05864699999999","485.580933","272.402405","37.228382","1.933642","161.70848196","1.02750948","1221.611","3.2277592","262.29473946","52.69851141","38.38708345","0.69071429","9.980510900000001","1.82886864","170.15324953","301.030294","-126.17685","1026.027","49.522167","0.124049","139.774077","359.233355","-8.357428000000001","0.149683","0.998258","61.188144","0.846729"
"molecule282","-176.97831","232.005446","-4.23995888","-0.22491741","-0.052154","0.17276341","-0.02320014","822.14164225","1526.052","4","0.48","1.004399","42.27721","6.511032","46","11.260001","6.728331","5.701907","3.037694","3.8401","2.359372","1.467144","110.039101","789.65448","453.853485","36.908463","2.073944","170.31364394","1.02279531","2961.85","3.73346374","634.6288375399999","56.89750193","25.90701122","0.63285714","13.83230198","2.35252239","179.95239754","173.657997","-407.692742","1387.851","47.447539","0.11269","125.198042","412.690304","-22.512426","0.183964","1.942284","108.235509","0.742936"
"molecule285","-100.704092","181.268439","-3.32050965","-0.21357534","0.04188999","0.25546534","-0.01167372","632.46467684","1128.961","2","0.777301","0.839799","33.177998","6.8508","26","7.92","7.123252","3.914214","1.457107","3.100685","1.689533","0.877853","43.01955","253.280365","180.948425","27.294752","3.67282","130.50607494","0.90552105","1128.346","2.93898849","270.33682836","45.45111087","20.90785082","0.70707071","10.90305824","2.08745065","136.94017348","247.559427","-103.669887","757.436911","45.350631","0.133046","100.285837","222.845158","-9.671587000000001","0.162549","9.703009","69.588109","0.795847"
"molecule289","-196.093675","212.177724","-4.09009983","-0.2375757","-0.12292934","0.11464636","-0.0497862","766.39039409","1496.505","6","1.1418","0.7194","46.333202","3.052426","72","11.186276","2.317643","6.930428","4.651067","3.771227","2.675821","1.727336","226.477325","1697.053","637.514526","32.689793","0","167.66469588","1.25334074","2217.018","2.96271177","289.63058951","61.48799708","28.2932592","0.69307692","10.23340892","2.0662775","174.99529055","-82.275498","-804.492787","1323.669","43.265031","0.113355","57.137168","198.157411","-39.224138","0.189902","3.110989","291.85465","0.235335"
"molecule290","-97.64496200000001","206.291702","-3.77174117","-0.24131016","-0.16149784","0.07981232000000001","-0.04810934","742.35080595","1469.918","6","1.397","0.984","46.899506","2.999956","72","11.116687","2.100028","6.947265","4.546101","3.688234","2.567114","1.683434","226.477325","1703.665","593.533997","35.319145","0","163.7845257","1.28906558","1777.927","2.79214748","310.48423498","57.86946879","32.20574237","0.71607843","10.18554534","2.0810239","169.95689188","-112.854367","-693.449267","1063.231","32.708626","0.088225","47.804068","137.092505","-30.067896","0.23335","3.747197","262.538727","0.291851"
"molecule296","-144.495644","138.70469","-2.40427601","-0.22384278","-0.05374498","0.1700978","-0.02301203","495.43801883","878.79966089","3","-0.1291","-0.2508","23.463495","2.553017","26","6.590001","5.590001","3.125897","0.942809","2.025082","1.446884","0.470032","53.302967","171.149887","111.146782","21.848471","-0.166667","99.20467499","1.04939609","503.07974133","2.10549259","94.24353782","34.0767046","21.4557206","0.63912631","7.74938959","1.43545354","104.20192304","72.423079","-234.554006","636.205463","40.719933","0.147662","48.008799","110.761101","-15.387933","0.245546","5.598686","177.035292","0.358019"
"molecule297","-1.211857","119.174681","-2.17501406","-0.21178226","-0.05716975","0.15461251","-0.02063976","457.30284401","786.94318377","2","1.1489","0.9765","25.908701","1.042481","30","4.273666","0.977693","3.393847","1.893847","1.994088","1.187937","0.64928","64","258.011688","102.947044","19.800268","0","87.76889115","1.08353879","351.2807886","2.12519101","78.21842998","34.67602556","16.50951805","0.75132275","8.2113522","2.41507089","88.69718551","62.622134","-121.545529","322.987643","25.552652","0.100922","39.980837","51.003553","-8.129714999999999","0.368504","17.013962","90.685433","0.641832"
"molecule299","-68.828028","125.090251","-2.23747272","-0.21722885","-0.08265276000000001","0.13457609","-0.02058679","487.36770629","841.5056037000001","3","0.8729","0.855","23.088402","1.133971","36","5.054718","0.959826","3.80453","2.342639","2.072899","1.282454","0.731961","86.43856","362.124054","142.541885","18.655022","0","92.66589070000001","1.20954967","528.32514084","2.27885459","110.08771078","36.76869275","15.17158089","0.75710594","8.58048688","2.52364125","93.83667237","30.499055","-224.189818","507.264161","33.596577","0.127872","38.521669","74.373786","-13.139638","0.323769","8.662262","134.525423","0.487982"
"molecule300","-129.083699","258.609727","-4.5689766","-0.23072097","-0.14528871","0.08543226","-0.03472068","907.3461405","1785.901","7","1.3379","1.063501","50.135315","4.209293","80","13.166226","3.868708","7.896755","4.67153","4.484263","2.983904","1.570853","254.083847","2279.345","885.922546","45.501297","0","197.07064993","1.23392801","3125.816","3.44111292","912.62066614","60.36182862","37.20289018","0.71166253","12.89335921","2.11706279","207.21557132","17.135651","-851.633184","1769.943","38.644381","0.084928","107.423424","417.855633","-33.247365","0.161525","0.359367","213.873674","0.529976"
"molecule305","-45.705473","132.881488","-2.16789404","-0.22731672","-0.09312854","0.13418817","-0.02503985","523.47615312","944.1417377","3","1.2162","1.1857","29.5317","1.411589","36","5.466425","1.152767","3.80453","2.342639","2.952552","2.230148","1.589816","86.43856","362.124054","142.541885","21.40991","0","102.55602223","1.24951218","636.87914648","2.27792892","109.37334038","39.57288635","17.04478573","0.75452196","8.59919464","2.38866524","105.09569719","-25.307604","-231.105809","423.511155","24.263069","0.08764","34.819952","53.267562","-15.043626","0.420578","14.357795","153.235818","0.446504"
"molecule306","-13.736146","130.827447","-2.16184873","-0.19679526","-0.03749369","0.15930157","-0.0126296","506.24211984","907.85738546","2","0.7337","0.738","29.438999","1.439432","30","4.81015","1.01098","3.431852","2.052095","2.944602","2.269723","1.597087","64","257.395782","106.166328","20.986301","0.178241","99.31168031","1.14953245","507.97304556","2.26947534","139.43417683","35.80415318","18.58413237","0.69214876","8.63329933","2.03992735","102.34391974","68.36767","-127.603208","340.830087","27.192268","0.09991999999999999","46.333356","58.027895","-10.97863","0.267726","16.285565","98.478433","0.638135"
"molecule309","-84.34012199999999","172.557418","-3.11575075","-0.17318734","0.0257563","0.19894364","-0.02078499","594.97176094","1109.46","3","-0.6587","-0.729999","32.242901","3.773349","30","7.880001","4.88","3.663902","1.570697","2.601578","2.098641","0.786647","64","255.888199","158.458206","30.52331","0.369722","125.64688166","0.9484039399999999","712.8127559","2.53136814","166.48109416","39.67170011","25.10791343","0.72074074","8.81232505","1.51427608","133.63905837","184.672844","-144.459861","692.540689","40.736497","0.128561","79.459996","173.667768","-11.212871","0.165264","8.297748","110.402816","0.651578"
"molecule310","-72.463173","211.766497","-4.28152272","-0.22308943","-0.11837455","0.10471488","-0.02627699","747.86624183","1497.857","3","0.548","0.8475","49.508217","2.052856","72","8.898054999999999","1.237624","6.753219","5.198252","4.315267","3.031134","2.201792","226.477325","1696.502","533.868835","37.538433","-0.141056","166.89957715","1.14551516","1594.962","3.0317949","167.06956119","56.50127759","28.76050939","0.62181122","11.06055731","2.00959578","174.64618794","54.712907","-395.63174","925.791574","36.989207","0.09823900000000001","81.184597","199.616686","-21.291248","0.184155","6.952647","123.83729","0.671102"
"molecule314","-155.755563","216.598466","-3.77833038","-0.17107537","-0.05446781","0.11660756","-0.03025307","736.42852859","1459.238","5","-1.2087","-0.587398","43.846321","3.450361","56","9.914531","4.460909","5.578299","3.027331","5.439781","4.312128","2.467655","160","982.644775","413.431671","44.480915","2.983319","165.9330343","1.17657704","2077.02","2.84747863","297.5162563","51.16405999","28.58310952","0.69371069","10.55020304","1.78481202","176.02079793","97.410224","-310.002951","834.2684","38.443215","0.101341","90.427965","198.878224","-18.137247","0.174646","5.53956","162.131929","0.5726020000000001"
"molecule317","-102.655151","143.414917","-2.28556123","-0.22064614","-0.07804026","0.14260588","-0.01953679","547.7099511599999","993.44494482","3","1.0013","2.0255","28.004299","1.624245","36","5.751233","1.293795","3.80453","2.342639","3.079894","2.368361","1.709948","86.43856","362.124054","142.541885","26.496077","0","107.66743383","1.1884002","687.47944202","2.45611427","111.10097257","39.43981998","18.91767665","0.6931818199999999","8.626234419999999","2.02813856","110.94004269","27.822565","-240.726001","532.756812","34.034587","0.117802","45.754715","84.37169400000001","-16.314948","0.316757","10.994799","164.584224","0.430334"
"molecule323","-95.791168","166.281596","-2.9643261","-0.19570811","-0.04762005","0.14808806","-0.02258946","581.10516398","1059.958","3","-0.2417","-0.140501","30.058395","4.498732","28","7.590001","6.807866","3.770056","1.385028","2.689533","1.63952","0.844766","53.302967","253.699768","172.665009","29.047234","2.349815","119.79092479","0.97793717","866.98680394","2.47463213","168.03374175","40.88540195","22.00707612","0.66869301","9.314139129999999","1.69418511","126.16493913","136.516087","-232.384054","826.699558","46.545956","0.149271","69.90042","185.319992","-14.715579","0.221673","5.808654","176.062558","0.435373"
"molecule328","-24.99597","167.225948","-3.29751547","-0.23247201","-0.12211539","0.11035662","-0.02663448","636.69211616","1200.919","3","0.8848","1.0137","40.083809","1.25373","64","6.995498","0.79037","5.715215","4.88424","3.382812","2.467692","1.772622","199.421249","1207.285","346.288239","29.122341","0","132.38502391","1.23225416","1103.931","2.64691368","104.80715548","50.37832187","20.95250009","0.7593985","9.71601965","2.62584012","136.49210595","-31.838402","-346.511939","630.9358109999999","34.255402","0.105877","47.18864","92.022566","-18.333073","0.255013","7.646382","162.724998","0.497049"
"molecule332","-187.358309","166.723036","-2.82806654","-0.23364949","-0.15005987","0.08358962","-0.03008899","605.1969259","1096.556","5","0.09810000000000001","-0.483","28.882998","3.448996","40","8.930001000000001","4.528713","4.536581","2.33743","2.516693","1.622067","0.804464","98.10749800000001","482.654449","272.902435","25.270945","-0.865278","121.4593751","1.20285483","1313.001","2.60678001","115.94290882","44.36426525","22.00937649","0.60897436","10.20451613","1.92758681","127.13836711","-45.154151","-549.473074","964.193307","42.045475","0.130166","44.876414","133.960585","-29.328045","0.221065","5.877205","255.358356","0.209452"
"molecule338","-46.137493","290.228426","-5.70638892","-0.22105115","-0.05527002","0.16578113","-0.02807423","1008.232","2066.744","3","2.142","3.3816","66.906013","4.419572","84","13.69398","2.500927","8.578116","5.918102","5.352187","3.545564","2.320444","268.078186","2619.237","958.177063","55.332321","0.143549","229.02699176","1.08838698","2932.269","3.73678462","546.19299968","71.36861266","49.76987824","0.71177945","11.27181704","2.15581396","243.12899589","142.193833","-686.592636","1941.608","53.483703","0.110112","152.496285","609.588649","-30.595956","0.137414","3.246529","166.450523","0.657313"
"molecule343","-126.026872","294.276107","-5.37975842","-0.21826972","-0.13183343","0.08643628","-0.0884668","931.99910645","2147.634","3","-1.6473","-2.6529","41.663704","5.405462","44","10.84","4.314434","5.181981","2.56066","3.84458","2.961144","1.919504","110.039101","631.795105","324.043518","41.416428","2.034583","248.25748333","1.10899375","2926.382","2.95513161","359.31607622","64.7927675","47.96925314","0.63214286","11.03837184","1.40120399","263.8345858","188.953638","-249.302803","1198.483","58.058947","0.159698","100.433077","345.07801","-17.069011","0.106784","5.336274","169.463715","0.533869"
"molecule345","-48.628211","117.257267","-1.72283428","-0.23222193","-0.08934391999999999","0.14287801","-0.02847492","470.12637591","818.35256051","4","0.68","0.3581","25.7745","1.037216","32","4.673374","0.942205","3.287694","1.957003","2.706896","2.009205","1.285862","75.05864699999999","258.410522","101.107681","21.709505","0.346065","88.06275599","1.32998335","479.2599506","1.96704768","72.2063564","31.96249462","17.7286746","0.67599068","7.61120012","1.80461974","89.96153101","-59.018909","-265.222921","430.034853","27.855505","0.110217","24.478967","41.653411","-14.99547","0.357546","11.544329","200.394428","0.20709"
"molecule352","-29.347121","137.211605","-2.55871118","-0.20366576","-0.01498691","0.18867885","-0.0108254","507.78210731","883.23898076","2","0.7322","0.7671","27.0245","1.41588","30","4.78083","0.996093","3.431852","2.052095","2.593294","1.477474","0.950569","64","257.395782","106.166328","23.861034","2.603518","101.15098095","0.98004979","439.15764929","2.41930568","100.48637632","32.73392358","18.59661601","0.7479338800000001","8.72681225","2.06497971","104.69341557","189.619054","-75.14073500000001","467.105981","32.238949","0.115314","65.587703","109.583934","-5.325467","0.284594","6.670897","46.185923","0.8348"
"molecule356","-85.79461000000001","114.48708","-1.54964743","-0.24500081","0.0054281","0.2504289","-0.02959313","427.8580041","725.18907955","2","-1.2365","-0.2206","19.5844","0.961263","20","4.949999","0","2","0","3.44949","3.428869","0","43.01955","57.359402","37.467213","18.543972","0","79.69934259","1.1810386","211.28313481","1.89916433","52.62570638","23.40306151","20.69328743","0.62301587","7.11941508","1.35473162","84.32529863000001","40.253738","-85.513411","204.651135","20.047524","0.08176799999999999","34.989848","29.209525","-5.572382","0.204121","12.519796","87.00267599999999","0.64514"
"molecule359","-130.665771","183.840015","-3.31265294","-0.21610381","-0.04878284","0.16732098","-0.01620566","651.36247693","1184.326","3","0.1121","0.267701","32.874496","4.263605","34","8.59","5.461282","4.163902","1.655248","2.826472","1.875392","0.768523","75.05864699999999","359.201477","215.824158","28.954453","0.457917","133.71121071","0.9883913","966.09295539","2.85438626","274.21352363","44.94401159","27.28255141","0.65583554","10.21849012","1.77384145","139.61589937","194.946444","-169.36473","783.753201","34.405291","0.100211","92.403125","210.937853","-10.687917","0.252935","1.352694","68.87808699999999","0.799382"
"molecule360","-139.315229","190.698102","-3.4925401","-0.2062481","0.0345526","0.2408007","-0.020231","653.2486846100001","1235.282","3","-0.047","-0.273299","34.433498","4.667106","34","8.880000000000001","5.755778","4.163902","1.93374","3.070002","2.175546","0.879055","75.05864699999999","358.544708","218.198349","30.474293","0.300046","138.42399776","0.96930445","1022.188","2.75275333","240.98925649","45.14449153","26.88613565","0.71056548","9.44733665","1.68846609","148.86221245","208.969883","-179.080867","905.182196","46.249111","0.133748","95.91653700000001","251.080718","-14.496953","0.12278","7.058","121.249725","0.649357"
"molecule363","-56.073039","150.012995","-2.54638224","-0.24309056","-0.07523278999999999","0.16785776","-0.01976288","562.84642067","985.68418566","3","0.4032","0.4295","27.484198","3.812224","28","7.119999","4.12","3.80806","1.562949","2.334744","1.139912","0.52872","53.302967","255.093582","167.155228","25.342234","0.202731","108.46368138","1.04289285","725.95413187","2.50657341","155.75246835","37.05242051","22.03194973","0.6085192699999999","10.05408914","1.75136088","112.77588289","79.243696","-204.624311","554.545176","29.280045","0.096802","57.729934","105.84206","-12.023278","0.326443","3.739087","131.420439","0.565515"
"molecule366","41.641309","153.750874","-2.72769476","-0.2806788","-0.01463362","0.26604518","-0.02718829","560.97506185","1055.388","2","1.0916","1.0514","30.697601","5.21755","26","6.98","6.231256","3.914214","1.457107","2.65432","1.523335","0.82716","43.01955","253.280365","180.948425","22.490225","2.900278","114.50355146","0.94445977","571.18687629","2.16184099","118.18637867","35.99839076","27.40631938","0.67374005","7.78691116","1.38192241","120.6369702","80.44161","-169.008944","464.627634","28.372002","0.0961","55.455916","87.27652","-8.348667000000001","0.143474","0.174595","136.379055","0.538064"
"molecule368","17.628969","126.21301","-1.9666674","-0.19088266","-0.03965837","0.15122428","-0.0329881","485.57458095","826.35371685","3","-0.8486","-1.2644","24.273397","2.641379","24","5.92","2.729975","3.30806","1.478398","1.673513","0.902404","0.400602","43.01955","170.834625","118.701141","21.900135","-0.170139","89.83278900000001","1.10308274","495.63874365","2.16433107","113.5173238","33.30260779","18.77416791","0.70177384","8.027578009999999","1.89065523","93.33030309999999","26.378336","-203.880849","452.806738","31.374663","0.118288","38.674579","66.02524099999999","-10.65925","0.295747","4.620257","196.093439","0.260696"
"molecule369","104.253704","174.121111","-1.93898338","-0.23596166","-0.18747769","0.04848397","-0.04471307","616.62414247","1183.38","2","-0.7335","-0.917","14.9827","2.113125","10","3.45","4.672223","1.914214","0.5","0.985409","0.362238","0.09128699999999999","8","22.5","30.490225","12","0.125","127.91246125","1.20504287","918.98561108","2.48342909","98.99408484999999","41.02476114","26.00481924","0.63402778","9.426812809999999","1.58625598","134.91387883","43.696891","-67.223189","213.363605","29.094608","0.134946","27.952495","31.508052","-3.560687","0.266856","13.888228","95.257396","0.558178"
"molecule371","91.285246","134.789579","-2.11622952","-0.16629462","-0.09007279","0.07622183","-0.02219542","529.34703129","921.86178688","2","-2.4702","-1.8562","29.815399","1.963687","30","6.320001","1.551213","3.718744","2.259306","1.774564","1.050957","0.531074","64","257.075531","152.697037","19.01955","0","97.64177355","1.10714907","601.63313526","2.22634479","143.36298073","39.69076804","18.85643788","0.79710145","9.09052219","2.67366971","100.58572723","7.230455","-244.232806","501.630084","34.96717","0.12718","38.790397","70.769199","-12.353769","0.142787","4.527512","262.140633","0.046559"
"molecule377","-40.34027","154.118189","-3.02310721","-0.1855481","-0.05767302","0.12787508","-0.01390509","548.0856985","1021.521","2","0.318201","0.08450000000000001","32.463501","1.631888","36","5.761062","1.582506","3.787694","2.30453","2.9909","2.341951","1.544726","86.43856","362.694489","146.258469","27.1471","3.435185","117.04680169","0.96679274","545.01145862","2.26245961","118.65736914","39.41024703","24.72860033","0.64335664","8.605274079999999","1.66195153","122.21315999","166.933442","-111.499127","511.970295","29.552712","0.099926","68.417349","118.437273","-8.269892","0.205245","13.491503","60.782795","0.794476"
"molecule379","-75.285155","236.495454","-5.05709928","-0.1525541","0.04169056","0.19424466","-0.01012585","735.51809789","1625.945","2","0.6934","0.917803","51.824013","2.257642","64","10.003893","1.826868","5.255654","4.093545","4.676229","5.245957","3.286303","212.877121","996.509399","330.506256","41.007061","1.76375","190.7404393","0.8979951900000001","1085.548","2.71032153","162.24370173","50.93605614","43.10826339","0.64848485","8.94320632","1.36986842","202.45680291","266.176488","-164.414665","1152.614","41.745756","0.112086","118.924391","368.047206","-10.973314","0.105015","7.026203","72.769479","0.804615"
"molecule381","39.051873","139.543035","-2.49910079","-0.21322351","-0.10260532","0.11061819","-0.02529191","537.38608534","965.21070366","4","-0.3082","-0.7277","30.187698","1.505582","40","5.839702","1.297733","4.304531","2.592639","2.343819","1.43926","0.805794","98.10749800000001","487.523834","195.554443","25.3288","0","106.15000656","1.15982092","685.74194033","2.39191686","127.3941965","41.33965133","19.49262589","0.77033493","8.75425392","2.3357999","108.44543202","77.308666","-172.136923","472.668079","28.188905","0.099047","51.500459","85.531963","-12.935784","0.265053","12.409161","155.934022","0.452099"
